user_id,current_role,years_experience,industry,skills,education_level,next_role,skills_to_learn,current_salary_LPA,predicted_salary_LPA
U6654,Game Developer,9,Telecom,,Bachelors,Embedded Software Engineer,"C, C++, DevOps, Docker, Kubernetes, Python, RTOS, Testing",36.7,45.56
U2073,Game Developer,10,Education,,Bachelors,Software Architect,"C++, Cloud, DevOps, Machine Learning, Microservices, Node.js, React, System Design",29.2,36.5
U9433,Game Developer,1,Automotive,,PhD,"Front-End Developer (React, Angular, etc.)","Cloud, Data Structures, Kubernetes, Python, SQL",11.2,12.45
U2601,Game Developer,9,Education,,Bachelors,Full Stack Developer,"Cloud, Docker, Java, Machine Learning, Security",28.8,35.74
U6952,Game Developer,10,Healthcare,,PhD,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Cloud, Docker, Kubernetes, Security, Testing",38.3,44.66
U5871,Game Developer,9,Retail,,PhD,Software Architect,"C++, Cloud, Docker, Microservices, Python, Security, System Design, Testing",37.1,41.52
U9700,Game Developer,7,Technology,,Masters,Full Stack Developer,"Cloud, Data Structures, Linux, SQL, Testing",32.1,39.21
U4278,Game Developer,0,Education,,Bachelors,Mobile App Developer (Android/iOS),"Customer Service, Java, Kotlin, Networking Basics, Operating Systems, Swift",3.78,4.71
U9178,Game Developer,9,Telecom,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Cloud, Java, Machine Learning, Node.js, Security",26.2,32.66
U3420,Game Developer,5,Education,,Bachelors,Embedded Software Engineer,"C, C++, Cloud, DevOps, Docker, Java, Kubernetes, RTOS",8.6,10.02
U7757,Game Developer,10,Technology,,Masters,Embedded Software Engineer,"C, C++, Data Structures, Java, Linux, Node.js, RTOS, SQL",10.6,11.82
U2860,API Developer,10,Finance,,Masters,Software Architect,"C++, DevOps, Linux, Microservices, Node.js, SQL, Security, System Design",6.5,7.46
U7914,API Developer,9,Retail,,Masters,Embedded Software Engineer,"C, C++, Data Structures, Kubernetes, Machine Learning, Python, RTOS, SQL",41.7,50.59
U1691,API Developer,14,Finance,,Bachelors,Full Stack Developer,"Docker, Kubernetes, Machine Learning, Node.js, SQL",55.1,62.05
U2479,API Developer,4,Healthcare,,Bachelors,"Front-End Developer (React, Angular, etc.)","DevOps, Java, Python, SQL, Testing",7.1,8.04
U9133,API Developer,13,Automotive,,Bachelors,Software Architect,"C++, Cloud, Linux, Microservices, Node.js, SQL, Security, System Design",44.6,51.09
U4571,API Developer,1,Retail,,PhD,DevOps Engineer,"Cloud, Data Structures, Docker, Go, Java, Kubernetes, Node.js",27.2,30.92
U9740,API Developer,13,Education,,Bachelors,Site Reliability Engineer (SRE),"DevOps, Docker, Kubernetes, React, SQL",31.6,35.74
U8786,API Developer,7,Telecom,,PhD,Software Developer / Engineer,"C, C++, Data Structures, Docker, Git, Linux, Machine Learning, Testing",8.2,10.14
U6067,API Developer,8,Retail,,PhD,Mobile App Developer (Android/iOS),"Data Structures, DevOps, Java, Kotlin, Machine Learning, Python, Swift",21.6,24.41
U5929,API Developer,1,Education,,Masters,"Front-End Developer (React, Angular, etc.)","DevOps, Java, Linux, Node.js, Python",26.7,31.45
U5489,API Developer,11,Education,,Bachelors,Software Architect,"C++, Cloud, Docker, Microservices, Node.js, SQL, Security, System Design",53.6,60.77
U9295,API Developer,14,Education,,Bachelors,"Front-End Developer (React, Angular, etc.)","Kubernetes, Machine Learning, Node.js, React, Security",11.3,12.79
U3229,API Developer,8,Education,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Cloud, Docker, Python, React, SQL",15.2,18.52
U9460,API Developer,7,Telecom,,Masters,Software Architect,"C++, Cloud, Linux, Machine Learning, Microservices, Node.js, Python, System Design",47.7,59.62
U5616,API Developer,1,Retail,,Bachelors,Embedded Software Engineer,"C, C++, Java, Kubernetes, RTOS, React, SQL, Testing",15.4,17.42
U4747,API Developer,0,Retail,,Masters,DevOps Engineer,"Customer Service, Docker, Go, Kubernetes, Networking Basics, Operating Systems",5.1,6.2
U3445,API Developer,3,Technology,,Bachelors,Software Developer / Engineer,"C, C++, Data Structures, Docker, Git, Java, Kubernetes, Python",19.6,24.5
U2941,API Developer,10,Automotive,,Bachelors,Mobile App Developer (Android/iOS),"Cloud, Docker, Java, Kotlin, Kubernetes, Node.js, SQL, Swift",33.8,38.44
U4385,API Developer,3,Automotive,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Cloud, Java, Node.js, React, Security",34.5,42.04
U5289,API Developer,4,Automotive,,Bachelors,Full Stack Developer,"Cloud, DevOps, Java, Python, Security",16.6,19.85
U3182,API Developer,0,Retail,,Bachelors,Full Stack Developer,"Customer Service, Networking Basics, Operating Systems",6.87,8.4
U1962,API Developer,6,Finance,,Masters,Cloud Developer (AWS/GCP/Azure),"DevOps, Docker, Linux, Machine Learning, React",13.2,15.89
U9266,API Developer,6,Finance,,Bachelors,"Front-End Developer (React, Angular, etc.)","Data Structures, DevOps, Linux, React, Testing",24.8,28.05
U3783,API Developer,14,Automotive,,Masters,Site Reliability Engineer (SRE),"Data Structures, Python, React, SQL, Testing",50.9,57.59
U2914,API Developer,6,Retail,,Masters,Software Developer / Engineer,"C, C++, Git, Java, Kubernetes, Machine Learning, SQL, Security",23.4,28.06
U5321,API Developer,11,Finance,,Bachelors,Site Reliability Engineer (SRE),"Cloud, DevOps, Machine Learning, React, Testing",35.5,43.35
U1871,API Developer,10,Automotive,,Bachelors,"Front-End Developer (React, Angular, etc.)","Cloud, Data Structures, Java, Kubernetes, Machine Learning",45.6,53.51
U8150,API Developer,2,Telecom,,Masters,Cloud Developer (AWS/GCP/Azure),"Data Structures, Docker, Java, Node.js, Python",10.8,12.23
U2843,API Developer,6,Telecom,,Bachelors,Mobile App Developer (Android/iOS),"Cloud, Java, Kotlin, Machine Learning, Python, Security, Swift",15.3,18.83
U4479,API Developer,7,Telecom,,Bachelors,Software Developer / Engineer,"C, C++, Data Structures, Docker, Git, Python, React, Testing",33.4,40.52
U1425,API Developer,2,Retail,,Masters,"Front-End Developer (React, Angular, etc.)","Cloud, Data Structures, Docker, Linux, Python",25.6,28.97
U8540,API Developer,1,Automotive,,Masters,Full Stack Developer,"Docker, Python, SQL, Security, Testing",15.5,17.44
U6323,API Developer,15,Healthcare,,Bachelors,Site Reliability Engineer (SRE),"Cloud, Data Structures, DevOps, Node.js, React",48.4,59.53
U9964,API Developer,6,Healthcare,,Masters,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Docker, Linux, Node.js, SQL, Testing",9.7,10.76
U4411,API Developer,6,Finance,,Masters,Full Stack Developer,"Cloud, Docker, Node.js, Python, SQL",22.9,28.62
U8083,API Developer,12,Healthcare,,Bachelors,Embedded Software Engineer,"C, C++, Data Structures, DevOps, RTOS, React, Security, Testing",30.8,36.7
U7358,API Developer,15,Finance,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Data Structures, Docker, Machine Learning, Node.js, Security",8.2,9.28
U2522,API Developer,8,Telecom,,Bachelors,Game Developer,"Java, Kubernetes, Machine Learning, Security, Testing",47.9,53.74
U5762,API Developer,6,Retail,,Masters,Game Developer,"Cloud, Data Structures, DevOps, Java, Linux",24.3,27.93
U5841,API Developer,2,Healthcare,,Masters,Software Developer / Engineer,"C, C++, Data Structures, DevOps, Docker, Git, Machine Learning, Security",4.0,4.5
U8612,API Developer,15,Technology,,Masters,Full Stack Developer,"Cloud, DevOps, Docker, Kubernetes, Machine Learning",21.2,24.2
U3941,API Developer,8,Finance,,Bachelors,Game Developer,"Cloud, Machine Learning, React, Security, Testing",41.5,47.58
U5342,API Developer,1,Retail,,Bachelors,DevOps Engineer,"DevOps, Docker, Go, Kubernetes, Linux, React, SQL, Testing",14.5,17.96
U9755,API Developer,9,Education,,Bachelors,Site Reliability Engineer (SRE),"Kubernetes, Node.js, Python, React, SQL",22.2,26.88
U5961,API Developer,13,Automotive,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Cloud, Data Structures, Node.js, SQL, Testing",30.2,36.64
U4126,API Developer,15,Finance,,Masters,Cloud Developer (AWS/GCP/Azure),"Linux, Node.js, React, SQL, Security",8.1,10.12
U8139,API Developer,11,Finance,,Bachelors,Software Architect,"C++, Cloud, Kubernetes, Machine Learning, Microservices, React, System Design, Testing",42.1,50.75
U2908,API Developer,7,Telecom,,Bachelors,Embedded Software Engineer,"C, C++, Linux, Machine Learning, RTOS, React, SQL, Testing",24.7,29.66
U5830,API Developer,15,Technology,,Masters,Software Developer / Engineer,"C, C++, Cloud, Docker, Git, Machine Learning, Python, SQL",42.5,48.05
U1606,API Developer,10,Retail,,Masters,Game Developer,"Cloud, Machine Learning, Node.js, Python, Security",15.2,17.85
U2040,API Developer,0,Healthcare,,Bachelors,Software Developer / Engineer,"C, C++, Customer Service, Git, Networking Basics, Operating Systems",6.66,7.95
U3643,API Developer,9,Healthcare,,Bachelors,Software Developer / Engineer,"C, C++, Git, Kubernetes, Python, React, Security, Testing",35.4,41.92
U3148,API Developer,12,Finance,,Bachelors,Software Developer / Engineer,"C, C++, Cloud, DevOps, Docker, Git, Linux, Security",48.9,61.12
U8911,API Developer,12,Technology,,PhD,Game Developer,"Kubernetes, Linux, Python, React, Testing",19.4,22.34
U4845,API Developer,14,Education,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","DevOps, Docker, Machine Learning, Python, SQL",43.4,52.86
U2043,API Developer,6,Telecom,,Bachelors,Game Developer,"Cloud, Data Structures, DevOps, Machine Learning, React",33.3,38.79
U6820,API Developer,14,Telecom,,Bachelors,Game Developer,"Cloud, Machine Learning, Node.js, SQL, Security",48.5,57.67
U2669,API Developer,15,Technology,,Bachelors,Software Developer / Engineer,"C, C++, Data Structures, Git, Java, Kubernetes, Machine Learning, Security",20.4,25.25
U5786,Software Architect,9,Automotive,,Masters,Full Stack Developer,"Java, Linux, Node.js, Python, SQL",39.7,45.96
U4307,Software Architect,6,Technology,,Masters,Embedded Software Engineer,"C, C++, Docker, Python, RTOS, React, Security, Testing",12.9,15.36
U2396,Software Architect,0,Telecom,,Bachelors,Full Stack Developer,"Customer Service, Networking Basics, Operating Systems",6.07,6.89
U4738,Software Architect,12,Telecom,,Bachelors,Mobile App Developer (Android/iOS),"Docker, Java, Kotlin, React, SQL, Swift, Testing",58.8,70.22
U1162,Software Architect,1,Automotive,,Bachelors,Full Stack Developer,"Docker, Java, Machine Learning, Node.js, Testing",26.6,32.73
U1607,Software Architect,12,Education,,Bachelors,API Developer,"DevOps, Linux, Node.js, React, SQL",32.5,38.97
U1129,Software Architect,0,Technology,,Bachelors,Site Reliability Engineer (SRE),"Customer Service, Networking Basics, Operating Systems",5.19,5.81
U4232,Software Architect,11,Healthcare,,Masters,Game Developer,"DevOps, Docker, Linux, Machine Learning, Python",24.8,28.7
U9383,Software Architect,2,Retail,,Bachelors,Full Stack Developer,"DevOps, Java, Python, SQL, Security",35.9,40.58
U4954,Software Architect,12,Education,,Bachelors,Embedded Software Engineer,"C, C++, Data Structures, Docker, Kubernetes, RTOS, React, Security",14.3,17.14
U3028,Software Architect,5,Education,,Masters,Game Developer,"Data Structures, Java, Linux, Python, Security",27.4,33.25
U9737,Software Architect,5,Technology,,Masters,Software Developer / Engineer,"C, C++, DevOps, Git, Kubernetes, Python, React, Testing",5.1,5.92
U2724,Software Architect,15,Education,,Bachelors,Mobile App Developer (Android/iOS),"Data Structures, Docker, Java, Kotlin, Kubernetes, Security, Swift",16.5,19.68
U2018,Software Architect,15,Technology,,Bachelors,Game Developer,"Data Structures, Kubernetes, Machine Learning, React, SQL",35.5,44.38
U5320,Software Architect,12,Retail,,Masters,Game Developer,"DevOps, Java, Kubernetes, Machine Learning, React",44.5,50.21
U9286,Software Architect,10,Education,,Masters,Full Stack Developer,"Cloud, Docker, Kubernetes, Linux, SQL",37.3,44.94
U8755,Software Architect,13,Retail,,Masters,"Front-End Developer (React, Angular, etc.)","Data Structures, Docker, Kubernetes, Node.js, Security",30.0,35.08
U5744,Software Architect,2,Healthcare,,Masters,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Java, Kubernetes, React, SQL, Security",18.0,20.26
U3340,Software Architect,3,Retail,,PhD,Mobile App Developer (Android/iOS),"Data Structures, Docker, Java, Kotlin, Machine Learning, SQL, Swift",36.9,45.86
U9970,Software Architect,1,Education,,Bachelors,Site Reliability Engineer (SRE),"DevOps, Node.js, SQL, Security, Testing",14.1,16.89
U8786,Software Architect,4,Finance,,Masters,Site Reliability Engineer (SRE),"DevOps, Java, Python, React, SQL",28.1,35.12
U7711,Software Architect,8,Automotive,,Masters,Cloud Developer (AWS/GCP/Azure),"Data Structures, Java, Kubernetes, Python, SQL",8.8,10.74
U1406,Software Architect,3,Healthcare,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Cloud, Data Structures, DevOps, Docker, SQL",18.4,21.43
U9548,Software Architect,14,Healthcare,,Bachelors,Embedded Software Engineer,"C, C++, DevOps, Java, Kubernetes, RTOS, React, Testing",36.5,42.26
U4371,Software Architect,15,Telecom,,Bachelors,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Java, Machine Learning, Node.js, React, Testing",9.2,10.83
U8160,Software Architect,3,Telecom,,Bachelors,DevOps Engineer,"Docker, Go, Kubernetes, Linux, Python, React, SQL, Security",37.6,42.99
U5675,Software Architect,12,Technology,,Bachelors,Cloud Developer (AWS/GCP/Azure),"Cloud, DevOps, Java, Machine Learning, Python",15.7,17.46
U3973,Software Architect,5,Telecom,,Bachelors,Site Reliability Engineer (SRE),"Kubernetes, Machine Learning, Node.js, SQL, Security",28.1,34.72
U7152,Software Architect,3,Technology,,Bachelors,Embedded Software Engineer,"C, C++, Cloud, DevOps, Docker, Machine Learning, RTOS, React",5.0,5.61
U2885,Software Architect,3,Retail,,Bachelors,API Developer,"Java, Linux, Python, React, Security",12.5,15.51
U4829,Software Architect,10,Automotive,,Masters,Cloud Developer (AWS/GCP/Azure),"Cloud, Data Structures, Java, Kubernetes, Linux",53.8,62.08
U2374,Software Architect,8,Automotive,,Masters,Cloud Developer (AWS/GCP/Azure),"Java, Linux, Machine Learning, Python, Security",53.9,65.35
U1684,Software Architect,14,Telecom,,Masters,Full Stack Developer,"Cloud, DevOps, Machine Learning, Node.js, SQL",70.3,82.87
U5110,Software Architect,13,Finance,,PhD,"Back-End Developer (Node.js, Django, Spring Boot, etc.)","Cloud, Docker, Java, React, Testing",27.7,32.11
U5925,Software Architect,0,Education,,Bachelors,Cloud Developer (AWS/GCP/Azure),"Customer Service, Networking Basics, Operating Systems",6.62,7.34
U9270,Software Architect,1,Technology,,Bachelors,Software Developer / Engineer,"C, C++, Data Structures, Git, Java, Linux, Node.js, SQL",5.4,6.26
U6597,Software Architect,1,Retail,,Bachelors,Game Developer,"Data Structures, Java, Kubernetes, Machine Learning, Testing",11.3,13.19
U1156,Software Architect,3,Technology,,PhD,Full Stack Developer,"DevOps, Node.js, Python, SQL, Testing",38.1,45.59
U8293,Software Architect,7,Retail,,Masters,Game Developer,"Cloud, Data Structures, React, SQL, Security",12.2,14.81
U4161,Software Architect,13,Technology,,Bachelors,Software Developer / Engineer,"C, C++, Data Structures, Git, Java, Kubernetes, Machine Learning, SQL",8.2,9.45
U4623,Software Architect,12,Technology,,Bachelors,Site Reliability Engineer (SRE),"DevOps, Docker, Kubernetes, Machine Learning, Node.js",24.6,29.4
U7489,Software Architect,14,Automotive,,PhD,Cloud Developer (AWS/GCP/Azure),"Data Structures, DevOps, Kubernetes, Machine Learning, React",57.5,67.15
U2065,Software Architect,5,Telecom,,Bachelors,Game Developer,"Cloud, Docker, Machine Learning, SQL, Security",24.1,29.72
U8437,Software Architect,4,Education,,Bachelors,Cloud Developer (AWS/GCP/Azure),"Cloud, DevOps, Java, Machine Learning, Python",22.3,26.81
U9491,Software Architect,11,Automotive,,Bachelors,Software Developer / Engineer,"C, C++, Docker, Git, Java, Python, React, SQL",21.8,25.8
U6181,Software Architect,14,Healthcare,,Bachelors,Cloud Developer (AWS/GCP/Azure),"Java, Machine Learning, Node.js, React, Testing",27.1,33.36
U5095,Software Architect,8,Technology,,Bachelors,Game Developer,"Data Structures, DevOps, Node.js, Security, Testing",14.7,17.05
U1393,Software Architect,7,Automotive,,Bachelors,Cloud Developer (AWS/GCP/Azure),"Cloud, Docker, Machine Learning, Node.js, Python",35.6,42.92
U9514,Software Architect,6,Healthcare,,PhD,Site Reliability Engineer (SRE),"Java, Linux, Python, React, Testing",29.1,32.35
U1546,Software Architect,10,Technology,,Masters,Site Reliability Engineer (SRE),"Cloud, Data Structures, Kubernetes, Linux, React",34.2,42.75
U8075,Software Architect,11,Healthcare,,Bachelors,Site Reliability Engineer (SRE),"DevOps, Node.js, React, Security, Testing",45.3,51.19
U7735,Software Architect,15,Telecom,,Masters,Game Developer,"Kubernetes, Machine Learning, Node.js, Security, Testing",29.7,33.58
U8439,Software Architect,7,Education,,Bachelors,"Front-End Developer (React, Angular, etc.)","Java, Kubernetes, Machine Learning, Node.js, React",14.1,16.8
U9337,Software Architect,12,Technology,,Masters,Site Reliability Engineer (SRE),"Cloud, Kubernetes, Machine Learning, Node.js, Testing",41.0,48.92
U1722,Software Architect,11,Telecom,,Masters,Site Reliability Engineer (SRE),"Data Structures, DevOps, Machine Learning, Node.js, React",37.6,43.18
U3415,Software Architect,14,Technology,,Bachelors,"Front-End Developer (React, Angular, etc.)","Cloud, Data Structures, DevOps, Java, Machine Learning",44.2,52.57
U9308,Software Architect,2,Retail,,Bachelors,API Developer,"Cloud, Java, Machine Learning, React, SQL",9.5,11.16
U8794,Software Architect,5,Telecom,,Bachelors,Cloud Developer (AWS/GCP/Azure),"DevOps, Machine Learning, SQL, Security, Testing",43.8,54.34
U8443,Software Architect,15,Finance,,Bachelors,Embedded Software Engineer,"C, C++, Cloud, Kubernetes, Linux, Node.js, RTOS, Testing",61.3,76.62
U8876,Software Architect,10,Finance,,Bachelors,Mobile App Developer (Android/iOS),"Cloud, Java, Kotlin, Kubernetes, Linux, SQL, Security, Swift",51.6,62.76
U1491,Software Architect,14,Automotive,,Masters,"Front-End Developer (React, Angular, etc.)","Cloud, DevOps, Linux, SQL, Security",21.5,23.66
U4262,Software Architect,14,Healthcare,,Masters,Full Stack Developer,"DevOps, Kubernetes, SQL, Security, Testing",24.3,30.38
U3925,Software Architect,0,Finance,,Bachelors,Software Developer / Engineer,"C, C++, Customer Service, Git, Networking Basics, Operating Systems",4.3,4.95
U4444,Software Architect,0,Healthcare,,Bachelors,Mobile App Developer (Android/iOS),"Customer Service, Java, Kotlin, Networking Basics, Operating Systems, Swift",5.63,7.04
U3366,Software Architect,10,Healthcare,,Bachelors,"Front-End Developer (React, Angular, etc.)","Cloud, DevOps, Kubernetes, Machine Learning, Node.js",8.2,9.27
U4098,Software Architect,14,Finance,,Bachelors,"Front-End Developer (React, Angular, etc.)","DevOps, Linux, Node.js, SQL, Testing",66.1,79.68
U4428,Software Architect,12,Finance,,Bachelors,Mobile App Developer (Android/iOS),"Docker, Java, Kotlin, Machine Learning, React, SQL, Swift",15.8,19.44
U3932,Software Architect,13,Telecom,,Bachelors,Game Developer,"Data Structures, DevOps, Java, Kubernetes, Machine Learning",69.0,80.59
U4394,Software Architect,1,Automotive,,Bachelors,"Front-End Developer (React, Angular, etc.)","Cloud, Java, SQL, Security, Testing",8.4,9.27
U7129,Software Architect,0,Healthcare,,PhD,Cloud Developer (AWS/GCP/Azure),"Customer Service, Networking Basics, Operating Systems",5.49,6.62
U8622,Software Architect,11,Finance,,Bachelors,"Front-End Developer (React, Angular, etc.)","Java, Kubernetes, Linux, Machine Learning, Node.js",34.7,43.08
U7542,Cloud Developer,0,Retail,,PhD,Cloud Developer,"Customer Service, Networking Basics, Operating Systems",5.11,6.23
U2300,Cloud Developer,0,Retail,,Bachelors,Cloud Developer,"Customer Service, Networking Basics, Operating Systems",5.26,5.85
U4900,Cloud Developer,0,Telecom,,Masters,Cloud Developer,"Customer Service, Networking Basics, Operating Systems",5.93,6.59
U5726,Cloud Developer,0,Finance,,Bachelors,Cloud Developer,"Customer Service, Networking Basics, Operating Systems",6.78,7.74
U6620,Cloud Developer,0,Telecom,,Masters,Cloud Developer,"Customer Service, Networking Basics, Operating Systems",6.86,8.53
U1749,Cloud Developer,0,Retail,,Bachelors,Cloud Developer,"Customer Service, Networking Basics, Operating Systems",4.79,5.32
U8010,Data Scientist,14,Healthcare,Data Wrangling,Masters,Deep Learning Engineer,"Java, Machine Learning, Node.js, Python, SQL",39.4,49.25
U3094,Data Scientist,7,Finance,"Data Wrangling, Statistics, Pandas",Masters,Machine Learning Engineer,"Data Structures, Docker, Java, Kubernetes, Python",24.3,30.38
U4987,Data Scientist,9,Education,"Scikit-learn, Statistics, Python",Bachelors,Data Engineer,"Data Structures, Machine Learning, Node.js, SQL, Testing",23.2,27.87
U7283,Data Scientist,15,Retail,"Pandas, Python",Bachelors,NLP Engineer,"Data Structures, Kubernetes, Linux, SQL, Testing",18.5,21.48
U2481,Data Scientist,12,Healthcare,"Data Wrangling, Pandas",Bachelors,Computer Vision Engineer,"Machine Learning, Python, React, SQL, Security",24.7,30.81
U4823,Data Scientist,8,Finance,"Pandas, Statistics",Bachelors,Computer Vision Engineer,"Cloud, Java, Machine Learning, React, Security",25.8,30.05
U7025,Data Scientist,1,Finance,"Data Wrangling, Pandas, Python, Scikit-learn",PhD,Deep Learning Engineer,"DevOps, Docker, Kubernetes, Machine Learning, Python",28.8,32.84
U7359,Data Scientist,10,Retail,"Python, Data Wrangling",Bachelors,Computer Vision Engineer,"Cloud, Data Structures, DevOps, React, Testing",22.5,24.75
U6176,Data Scientist,6,Automotive,"Scikit-learn, Statistics, Python",Bachelors,Computer Vision Engineer,"Data Structures, Docker, Kubernetes, Security, Testing",5.1,5.68
U6245,Data Scientist,7,Technology,"Scikit-learn, Data Wrangling",Bachelors,Business Intelligence Analyst,"Data Structures, DevOps, Kubernetes, Linux, React",46.6,58.15
U6458,Data Scientist,12,Technology,"Statistics, Scikit-learn",Bachelors,AI/ML Research Scientist,"Cloud, Node.js, React, SQL, Security",56.0,63.74
U3608,Data Scientist,7,Retail,"Statistics, Python, Scikit-learn",Bachelors,Data Analyst,"Cloud, Excel, Java, Kubernetes, Python, SQL, Security",47.8,56.52
U9648,Data Scientist,11,Automotive,Statistics,Bachelors,Computer Vision Engineer,"Kubernetes, Node.js, React, Security, Testing",22.6,27.54
U5981,Data Scientist,3,Technology,"Statistics, Python, Pandas",Bachelors,Deep Learning Engineer,"Cloud, Docker, Kubernetes, React, Testing",21.2,24.85
U4205,Data Scientist,13,Retail,"Scikit-learn, Pandas",Bachelors,Data Analyst,"Data Structures, DevOps, Excel, Linux, Python, React, SQL",41.2,46.3
U2573,Data Scientist,6,Technology,"Pandas, Scikit-learn, Statistics",Bachelors,AI/ML Research Scientist,"Java, Kubernetes, Linux, Python, React",11.4,13.44
U5014,Data Scientist,5,Telecom,"Python, Pandas, Data Wrangling, Statistics",Masters,Deep Learning Engineer,"Cloud, Data Structures, Java, Node.js, SQL",9.6,10.86
U2468,Data Scientist,2,Retail,Data Wrangling,Masters,Business Intelligence Analyst,"Linux, Python, React, SQL, Security",26.2,30.41
U9015,Data Scientist,5,Education,Python,Bachelors,Business Intelligence Analyst,"Cloud, Data Structures, DevOps, Kubernetes, Machine Learning",18.2,22.68
U7290,Data Scientist,5,Finance,Data Wrangling,Masters,Decision Scientist,"Kubernetes, Python, React, SQL, Security",14.2,16.3
U7640,Data Scientist,3,Education,"Scikit-learn, Pandas, Python",Masters,Decision Scientist,"Cloud, DevOps, Python, SQL, Testing",7.6,8.51
U4399,Data Scientist,5,Healthcare,"Python, Data Wrangling",Bachelors,Computer Vision Engineer,"Cloud, Docker, Python, React, Testing",31.7,38.42
U3110,Data Scientist,9,Automotive,"Scikit-learn, Python",Bachelors,Business Intelligence Analyst,"Docker, Kubernetes, Python, React, Testing",31.6,38.98
U9292,Data Scientist,2,Retail,"Scikit-learn, Pandas, Data Wrangling, Python",Bachelors,Machine Learning Engineer,"Java, Kubernetes, Machine Learning, Python, Security",22.3,25.66
U9750,Data Scientist,1,Finance,"Scikit-learn, Python, Pandas",Masters,Deep Learning Engineer,"Cloud, Data Structures, Kubernetes, Machine Learning, Node.js",16.2,19.38
U2622,Data Scientist,15,Finance,Data Wrangling,Bachelors,AI/ML Research Scientist,"Linux, Node.js, SQL, Security, Testing",51.0,61.88
U6882,Data Scientist,6,Technology,"Statistics, Scikit-learn, Data Wrangling, Pandas",Bachelors,Computer Vision Engineer,"Data Structures, Java, Linux, Machine Learning, Testing",9.1,11.05
U3675,Data Scientist,0,Technology,"Pandas, Data Wrangling, Scikit-learn",Bachelors,Business Intelligence Analyst,"Customer Service, Networking Basics, Operating Systems",6.16,7.26
U4156,Data Scientist,9,Education,"Data Wrangling, Scikit-learn, Pandas",Bachelors,Machine Learning Engineer,"Data Structures, DevOps, Docker, Machine Learning, Security",46.3,54.34
U5425,Data Scientist,10,Technology,"Scikit-learn, Statistics, Python",Masters,AI/ML Research Scientist,"Data Structures, DevOps, Docker, Node.js, Security",58.9,73.62
U6464,Data Scientist,9,Healthcare,"Pandas, Scikit-learn",Masters,Business Intelligence Analyst,"Docker, Java, Machine Learning, Node.js, Testing",51.3,61.36
U3023,Data Scientist,5,Retail,"Data Wrangling, Python, Pandas, Statistics",Masters,AI/ML Research Scientist,"Java, Node.js, Python, React, SQL",21.9,26.96
U2623,Data Scientist,11,Telecom,"Pandas, Data Wrangling",Masters,MLOps Engineer,"Docker, Java, Kubernetes, React, Testing",59.8,66.89
U8812,Data Scientist,14,Technology,Scikit-learn,Masters,Data Analyst,"Data Structures, DevOps, Excel, Java, Python, SQL, Testing",11.1,13.82
U5380,Data Scientist,10,Finance,"Python, Scikit-learn, Pandas",Bachelors,Machine Learning Engineer,"Docker, Java, Python, Security, Testing",12.1,13.76
U9228,Data Scientist,11,Finance,"Statistics, Pandas",Bachelors,Machine Learning Engineer,"Cloud, Docker, Kubernetes, Node.js, SQL",25.1,31.27
U6123,Data Scientist,15,Technology,"Statistics, Data Wrangling, Python",Bachelors,Decision Scientist,"Cloud, Data Structures, Java, Kubernetes, Testing",9.4,10.65
U9074,Data Scientist,7,Healthcare,"Statistics, Pandas, Scikit-learn, Data Wrangling, Python",Masters,Business Intelligence Analyst,"Data Structures, DevOps, Linux, Node.js, Security",27.7,33.49
U7643,Data Scientist,14,Retail,"Scikit-learn, Statistics, Data Wrangling",Bachelors,AI/ML Research Scientist,"Java, Kubernetes, Linux, Machine Learning, Python",64.9,73.77
U8350,Data Scientist,13,Healthcare,"Python, Pandas",Bachelors,Machine Learning Engineer,"Java, Linux, Machine Learning, Security, Testing",12.5,14.56
U9118,Data Scientist,5,Telecom,"Pandas, Scikit-learn, Data Wrangling",Bachelors,Big Data Engineer,"Cloud, Data Structures, Docker, Linux, Testing",10.3,11.96
U5901,Data Scientist,15,Retail,"Pandas, Statistics, Data Wrangling",Bachelors,Computer Vision Engineer,"Cloud, Data Structures, Linux, Machine Learning, Security",74.6,88.4
U8586,Data Scientist,3,Education,"Statistics, Python, Pandas, Scikit-learn",Bachelors,MLOps Engineer,"DevOps, Node.js, Python, React, Testing",37.1,44.2
U1084,Data Scientist,10,Automotive,"Python, Scikit-learn",Bachelors,Data Engineer,"Cloud, DevOps, Java, Kubernetes, Testing",55.9,69.01
U9668,Data Scientist,13,Telecom,"Python, Pandas, Statistics",Masters,Deep Learning Engineer,"DevOps, Linux, Node.js, SQL, Security",52.2,64.87
U8711,Data Scientist,6,Telecom,"Pandas, Python",PhD,Business Intelligence Analyst,"Cloud, Linux, Node.js, React, SQL",10.3,11.62
