Company Name,Pros,Cons,Description,Text
NVIDIA," Friendly colleagues, strong innovation culture, good pay, work-life balance, and benefits. "," Some managers have poor attitudes, long hours with inconsistent compensation, incompetent middle management, and favoritism.","Since its founding in 1993, NVIDIA (NASDAQ: NVDA) has been a pioneer in accelerated computing. The company’s invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined computer graphics, ignited the era of modern AI and is fueling the creation of the metaverse. NVIDIA is now a full-stack computing company with data-center-scale offerings that are reshaping industry."," Friendly colleagues, strong innovation culture, good pay, work-life balance, and benefits.   Some managers have poor attitudes, long hours with inconsistent compensation, incompetent middle management, and favoritism. Since its founding in 1993, NVIDIA (NASDAQ: NVDA) has been a pioneer in accelerated computing. The company’s invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined computer graphics, ignited the era of modern AI and is fueling the creation of the metaverse. NVIDIA is now a full-stack computing company with data-center-scale offerings that are reshaping industry."
AMD," Good work-life balance, supportive culture, strong university relations, and good benefits. "," Bad management, frequent downsizing, low salary compared to competitors, and demoralizing layoffs.","We care deeply about transforming lives with AMD technology to enrich our industry, our communities, and the world. Our mission is to build great products that accelerate next-generation computing experiences – the building blocks for the data center, artificial intelligence, PCs, gaming, and embedded. Underpinning our mission is the AMD culture. We push the limits of innovation to solve the world’s most important challenges. We strive for execution excellence while being direct, humble, collaborative, and inclusive of diverse perspectives. 
AMD together we advance_ 
"," Good work-life balance, supportive culture, strong university relations, and good benefits.   Bad management, frequent downsizing, low salary compared to competitors, and demoralizing layoffs. We care deeply about transforming lives with AMD technology to enrich our industry, our communities, and the world. Our mission is to build great products that accelerate next-generation computing experiences – the building blocks for the data center, artificial intelligence, PCs, gaming, and embedded. Underpinning our mission is the AMD culture. We push the limits of innovation to solve the world’s most important challenges. We strive for execution excellence while being direct, humble, collaborative, and inclusive of diverse perspectives. 
AMD together we advance_ 
"
Cisco," Good work-life balance, great culture, strong benefits, and flexible work options. "," Frequent layoffs, bad management, internal politics, and lack of clarity from senior leadership.","#WeAreCisco, where every individual brings their unique skills and perspectives together to pursue our purpose of powering an inclusive future for all.

Our passion is connection—we celebrate our employees’ diverse set of backgrounds and focus on unlocking potential. Cisconians often experience one company, many careers where learning and development are encouraged and supported at every stage. Our technology, tools, and culture pioneered hybrid work trends, allowing all to not only give their best, but be their best.

We understand our outstanding opportunity to bring communities together and at the heart of that is our people. One-third of Cisconians collaborate in our 30 employee resource organizations, called Inclusive Communities, to connect, foster belonging, learn to be informed allies, and make a difference. Dedicated paid time off to volunteer—80 hours each year—allows us to give back to causes we are passionate about, and nearly 86% do!

Our purpose, driven by our people, is what makes us the worldwide leader in technology that powers the internet. Helping our customers reimagine their applications, secure their enterprise, transform their infrastructure, and meet their sustainability goals is what we do best. We ensure that every step we take is a step towards a more inclusive future for all. Take your next step and be you, with us!"," Good work-life balance, great culture, strong benefits, and flexible work options.   Frequent layoffs, bad management, internal politics, and lack of clarity from senior leadership. #WeAreCisco, where every individual brings their unique skills and perspectives together to pursue our purpose of powering an inclusive future for all.

Our passion is connection—we celebrate our employees’ diverse set of backgrounds and focus on unlocking potential. Cisconians often experience one company, many careers where learning and development are encouraged and supported at every stage. Our technology, tools, and culture pioneered hybrid work trends, allowing all to not only give their best, but be their best.

We understand our outstanding opportunity to bring communities together and at the heart of that is our people. One-third of Cisconians collaborate in our 30 employee resource organizations, called Inclusive Communities, to connect, foster belonging, learn to be informed allies, and make a difference. Dedicated paid time off to volunteer—80 hours each year—allows us to give back to causes we are passionate about, and nearly 86% do!

Our purpose, driven by our people, is what makes us the worldwide leader in technology that powers the internet. Helping our customers reimagine their applications, secure their enterprise, transform their infrastructure, and meet their sustainability goals is what we do best. We ensure that every step we take is a step towards a more inclusive future for all. Take your next step and be you, with us!"
Red Hat," Strong open-source culture, great colleagues, good work-life balance, and supportive environment. "," Low salaries, too many management layers, and inconsistent leadership quality.","Red Hat is the world’s leading provider of enterprise open source software solutions and services, using a community-powered approach to deliver reliable and high-performing Linux, hybrid cloud, container, and Kubernetes technologies. Red Hat helps customers develop cloud-native applications, integrate existing and new IT, and automate, secure, and manage complex environments."," Strong open-source culture, great colleagues, good work-life balance, and supportive environment.   Low salaries, too many management layers, and inconsistent leadership quality. Red Hat is the world’s leading provider of enterprise open source software solutions and services, using a community-powered approach to deliver reliable and high-performing Linux, hybrid cloud, container, and Kubernetes technologies. Red Hat helps customers develop cloud-native applications, integrate existing and new IT, and automate, secure, and manage complex environments."
Dell Technologies," Good work-life balance, great colleagues, inclusive culture, and strong learning opportunities. "," Low salaries, frequent layoffs, poor management, and occasional long hours.","Dell Technologies Inc. is a multinational technology company. We are a diverse team with unique perspectives. United in our purpose, our strategy and our culture. Driven by our ambition and the power of technology to drive human progress. Unwavering in our commitment to equality, trust and advocacy for one another. "," Good work-life balance, great colleagues, inclusive culture, and strong learning opportunities.   Low salaries, frequent layoffs, poor management, and occasional long hours. Dell Technologies Inc. is a multinational technology company. We are a diverse team with unique perspectives. United in our purpose, our strategy and our culture. Driven by our ambition and the power of technology to drive human progress. Unwavering in our commitment to equality, trust and advocacy for one another. "
Dell Technologies," Good work-life balance, great colleagues, inclusive culture, and strong learning opportunities. "," Low salaries, frequent layoffs, poor management, and occasional long hours.","Dell Technologies Inc. is a multinational technology company. We are a diverse team with unique perspectives. United in our purpose, our strategy and our culture. Driven by our ambition and the power of technology to drive human progress. Unwavering in our commitment to equality, trust and advocacy for one another. "," Good work-life balance, great colleagues, inclusive culture, and strong learning opportunities.   Low salaries, frequent layoffs, poor management, and occasional long hours. Dell Technologies Inc. is a multinational technology company. We are a diverse team with unique perspectives. United in our purpose, our strategy and our culture. Driven by our ambition and the power of technology to drive human progress. Unwavering in our commitment to equality, trust and advocacy for one another. "
Stripe," Smart and humble colleagues, great benefits, good pay, and strong company culture. "," Poor work-life balance, weak management, internal politics, and employee morale issues.","Stripe is a software platform for starting and running internet businesses. Millions of businesses rely on Stripe’s software tools to accept payments, expand globally, and manage their businesses online. Stripe has been at the forefront of expanding internet commerce, powering new business models, and supporting the latest platforms, from marketplaces to mobile commerce sites. We believe that growing the GDP of the internet is a problem rooted in code and design, not finance. Stripe is built for developers, makers, and creators. We work on solving the hard technical problems necessary to build global economic infrastructure—from designing highly reliable systems to developing advanced machine learning algorithms to prevent fraud."," Smart and humble colleagues, great benefits, good pay, and strong company culture.   Poor work-life balance, weak management, internal politics, and employee morale issues. Stripe is a software platform for starting and running internet businesses. Millions of businesses rely on Stripe’s software tools to accept payments, expand globally, and manage their businesses online. Stripe has been at the forefront of expanding internet commerce, powering new business models, and supporting the latest platforms, from marketplaces to mobile commerce sites. We believe that growing the GDP of the internet is a problem rooted in code and design, not finance. Stripe is built for developers, makers, and creators. We work on solving the hard technical problems necessary to build global economic infrastructure—from designing highly reliable systems to developing advanced machine learning algorithms to prevent fraud."
Robinhood," Great benefits, office perks, impactful work, smart colleagues, good mission, and supportive management. "," Poor leadership, biased hiring, layoffs, bad work-life balance, and no job security or growth.","Democratizing finance for all
 
Robinhood was founded on a simple idea––that our financial markets should be accessible to all. In an industry where barriers have prevailed for too long, this hasn’t always been easy. We’re leveling the playing field by making trading more intuitive, more affordable, and more inclusive to ensure that everyone, regardless of wealth or industry knowledge, feels empowered to participate in the financial system.
 
Robinhood Markets is on a mission to democratize finance for all. With Robinhood, people can invest with no account minimums through Robinhood Financial, LLC, buy and sell crypto through Robinhood Crypto, LLC, and learn about investing through easy-to-understand educational content. Robinhood aims to build the most trusted and most culturally relevant money app worldwide.

© 2023 Robinhood Markets, Inc."," Great benefits, office perks, impactful work, smart colleagues, good mission, and supportive management.   Poor leadership, biased hiring, layoffs, bad work-life balance, and no job security or growth. Democratizing finance for all
 
Robinhood was founded on a simple idea––that our financial markets should be accessible to all. In an industry where barriers have prevailed for too long, this hasn’t always been easy. We’re leveling the playing field by making trading more intuitive, more affordable, and more inclusive to ensure that everyone, regardless of wealth or industry knowledge, feels empowered to participate in the financial system.
 
Robinhood Markets is on a mission to democratize finance for all. With Robinhood, people can invest with no account minimums through Robinhood Financial, LLC, buy and sell crypto through Robinhood Crypto, LLC, and learn about investing through easy-to-understand educational content. Robinhood aims to build the most trusted and most culturally relevant money app worldwide.

© 2023 Robinhood Markets, Inc."
Coinbase," Great benefits, smart colleagues, good pay, strong culture, and growth-focused environment. "," Poor work-life balance, frequent layoffs, bad leadership, long hours, and lack of appreciation.","We are building the cryptoeconomy – a more fair, accessible, efficient, and transparent financial system enabled by crypto.

We started in 2012 with the radical idea that anyone, anywhere, should be able to easily and securely send and receive Bitcoin. Today, we offer a trusted and easy-to-use platform for accessing the broader cryptoeconomy.

Customers around the world discover and begin their journeys with crypto through Coinbase. Approximately 89 million verified users, 11,000 institutions, and 185,000 ecosystem partners in over 100 countries trust Coinbase to easily and securely invest, spend, save, earn, and use crypto."," Great benefits, smart colleagues, good pay, strong culture, and growth-focused environment.   Poor work-life balance, frequent layoffs, bad leadership, long hours, and lack of appreciation. We are building the cryptoeconomy – a more fair, accessible, efficient, and transparent financial system enabled by crypto.

We started in 2012 with the radical idea that anyone, anywhere, should be able to easily and securely send and receive Bitcoin. Today, we offer a trusted and easy-to-use platform for accessing the broader cryptoeconomy.

Customers around the world discover and begin their journeys with crypto through Coinbase. Approximately 89 million verified users, 11,000 institutions, and 185,000 ecosystem partners in over 100 countries trust Coinbase to easily and securely invest, spend, save, earn, and use crypto."
Bloomberg," Excellent benefits, great culture, strong work-life balance, and supportive colleagues. "," Micromanagement, long hours, pressure, lack of flexibility, and poor career progression.","Born in 1981, Bloomberg is a leading global information and technology company.  We deliver trusted data, real-time news, insights, and connectivity to professional decision makers around the world.  

What's extraordinary about Bloomberg is what delivering on that mission makes happen.  We enable investors, companies, and governments to make smarter decisions, which grow savings, power development and help solve shared problems.  In a complex, interconnected world, we deliver facts and insight that elevate public debate.  We make markets fairer, more open, and better informed, which grows economies, creates jobs and raises living standards for people all around the world.     

"," Excellent benefits, great culture, strong work-life balance, and supportive colleagues.   Micromanagement, long hours, pressure, lack of flexibility, and poor career progression. Born in 1981, Bloomberg is a leading global information and technology company.  We deliver trusted data, real-time news, insights, and connectivity to professional decision makers around the world.  

What's extraordinary about Bloomberg is what delivering on that mission makes happen.  We enable investors, companies, and governments to make smarter decisions, which grow savings, power development and help solve shared problems.  In a complex, interconnected world, we deliver facts and insight that elevate public debate.  We make markets fairer, more open, and better informed, which grows economies, creates jobs and raises living standards for people all around the world.     

"
Deutsche Bank," Good work-life balance, friendly colleagues, strong benefits, and decent salary. "," Poor management, low salary hikes, long hours, and overly complex procedures.","Deutsche Bank is the leading German bank with strong European roots and a global network. In a fundamental transformation the bank focuses on its core strengths in a newly created Corporate Bank, a leading Private Bank, a focused investment bank and in asset management.

We provide banking services to companies, governments, institutional investors, small and medium-sized businesses and private individuals.

Deutsche Bank was founded in 1870 to accompany German businesses into the world. We’ve worked across borders ever since."," Good work-life balance, friendly colleagues, strong benefits, and decent salary.   Poor management, low salary hikes, long hours, and overly complex procedures. Deutsche Bank is the leading German bank with strong European roots and a global network. In a fundamental transformation the bank focuses on its core strengths in a newly created Corporate Bank, a leading Private Bank, a focused investment bank and in asset management.

We provide banking services to companies, governments, institutional investors, small and medium-sized businesses and private individuals.

Deutsche Bank was founded in 1870 to accompany German businesses into the world. We’ve worked across borders ever since."
Bank of America," Strong benefits, flexible schedule, good work-life balance, and great colleagues. "," Poor management, long hours, weekend work, and lack of performance bonuses.","Bank of America is one of the world’s leading financial institutions, serving individual consumers, small and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. 

We provide unmatched convenience in the United States, serving approximately 68 million consumer and small business clients with approximately 3,900 retail financial centers, approximately 15,000 ATMs and award-winning digital banking with approximately 56 million verified digital users. 

We are a global leader in wealth management, corporate and investment banking and trading across a broad range of asset classes, serving corporations, governments, institutions and individuals around the world. Bank of America offers industry-leading support to approximately 3 million small business households through a suite of innovative, easy-to-use online products and services. We serve clients through operations across the United States, its territories and more than 35 countries. 

By driving Responsible Growth, we deliver for teammates, clients, and the communities we serve.  Being a Great Place to Work for our teammates is core to our approach. Our goal continues to be a company where people want to work today and build a career.  We provide employees with access to leading benefits and programs that help teammates be well—physically, emotionally and financially.  And we provide a variety of resources to help teammates grow in their roles and build new skills. 

Our diversity—in thought, style, gender, sexual orientation, gender identity, race, ethnicity, culture, religion, age, ability, military status and experience—makes us stronger and is essential for us to serve our clients, fulfill our purpose and drive Responsible Growth."," Strong benefits, flexible schedule, good work-life balance, and great colleagues.   Poor management, long hours, weekend work, and lack of performance bonuses. Bank of America is one of the world’s leading financial institutions, serving individual consumers, small and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. 

We provide unmatched convenience in the United States, serving approximately 68 million consumer and small business clients with approximately 3,900 retail financial centers, approximately 15,000 ATMs and award-winning digital banking with approximately 56 million verified digital users. 

We are a global leader in wealth management, corporate and investment banking and trading across a broad range of asset classes, serving corporations, governments, institutions and individuals around the world. Bank of America offers industry-leading support to approximately 3 million small business households through a suite of innovative, easy-to-use online products and services. We serve clients through operations across the United States, its territories and more than 35 countries. 

By driving Responsible Growth, we deliver for teammates, clients, and the communities we serve.  Being a Great Place to Work for our teammates is core to our approach. Our goal continues to be a company where people want to work today and build a career.  We provide employees with access to leading benefits and programs that help teammates be well—physically, emotionally and financially.  And we provide a variety of resources to help teammates grow in their roles and build new skills. 

Our diversity—in thought, style, gender, sexual orientation, gender identity, race, ethnicity, culture, religion, age, ability, military status and experience—makes us stronger and is essential for us to serve our clients, fulfill our purpose and drive Responsible Growth."
BNP Paribas," Good work-life balance, friendly colleagues, strong benefits, and open culture. "," Low salaries, slow career growth, and inconsistent management.","With about 18,000 new contracts worldwide in 2014, BNP Paribas maintains its position of a large-scale employer on the market.  _x000D_
_x000D_
Whether across Europe or around the globe, BNP Paribas provides clients with the banking solutions they need to achieve their goals. Our employees deliver tailored services to retail clients, entrepreneurs, SMEs, large corporates, institutional investors, and non-profit organisations. BNP Paribas is a leading banking and financial services provider, with strong positions in its 2 core businesses: Retail Banking &amp; Services and Corporate &amp; Institutional Banking."," Good work-life balance, friendly colleagues, strong benefits, and open culture.   Low salaries, slow career growth, and inconsistent management. With about 18,000 new contracts worldwide in 2014, BNP Paribas maintains its position of a large-scale employer on the market.  _x000D_
_x000D_
Whether across Europe or around the globe, BNP Paribas provides clients with the banking solutions they need to achieve their goals. Our employees deliver tailored services to retail clients, entrepreneurs, SMEs, large corporates, institutional investors, and non-profit organisations. BNP Paribas is a leading banking and financial services provider, with strong positions in its 2 core businesses: Retail Banking &amp; Services and Corporate &amp; Institutional Banking."
EY," Great colleagues, strong culture, and good benefits. "," Poor work-life balance, long hours, and relatively low pay.","At EY, you will work with entrepreneurs, the biggest companies and entire countries to solve their most pressing challenges. We promise you an exceptional experience that is yours to build — using our opportunities, scale, technology, learning, and diverse and inclusive culture.

And what you do here matters, guided by our purpose of building a better working world — for our people, for our clients and for our communities. We help digital pioneers fight data piracy, guide governments through cash flow crises, unlock new medical treatments with data analytics, and pursue high-quality audits to build trust in financial markets and business. 

With over 400,000 people in more than 150 countries, we’re one of the world’s leading professional services organizations, with four integrated service lines: Assurance, Consulting, Strategy and Transactions, and Tax. Our global reach, skills and ability to learn from different perspectives help us create positive change on a massive scale.
"," Great colleagues, strong culture, and good benefits.   Poor work-life balance, long hours, and relatively low pay. At EY, you will work with entrepreneurs, the biggest companies and entire countries to solve their most pressing challenges. We promise you an exceptional experience that is yours to build — using our opportunities, scale, technology, learning, and diverse and inclusive culture.

And what you do here matters, guided by our purpose of building a better working world — for our people, for our clients and for our communities. We help digital pioneers fight data piracy, guide governments through cash flow crises, unlock new medical treatments with data analytics, and pursue high-quality audits to build trust in financial markets and business. 

With over 400,000 people in more than 150 countries, we’re one of the world’s leading professional services organizations, with four integrated service lines: Assurance, Consulting, Strategy and Transactions, and Tax. Our global reach, skills and ability to learn from different perspectives help us create positive change on a massive scale.
"
PwC," Great colleagues, strong learning opportunities, and good benefits. "," Poor work-life balance, long hours, and relatively low pay.","At PwC, we inspire and empower our people to create meaningful change in the world. With a presence in 149 countries, our global network of over 370,000 professionals helps organizations navigate challenges and seize opportunities in assurance, advisory, and tax services.

Joining PwC means embarking on a journey where innovation meets opportunity. Our new joiner experience offers personalized digital onboarding, exposure to impactful client work, real-time coaching, and tools to support your well-being.

Here, you’ll learn with purpose, lead with heart, and apply your skills to make a meaningful impact."," Great colleagues, strong learning opportunities, and good benefits.   Poor work-life balance, long hours, and relatively low pay. At PwC, we inspire and empower our people to create meaningful change in the world. With a presence in 149 countries, our global network of over 370,000 professionals helps organizations navigate challenges and seize opportunities in assurance, advisory, and tax services.

Joining PwC means embarking on a journey where innovation meets opportunity. Our new joiner experience offers personalized digital onboarding, exposure to impactful client work, real-time coaching, and tools to support your well-being.

Here, you’ll learn with purpose, lead with heart, and apply your skills to make a meaningful impact."
KPMG," Supportive colleagues, good culture, and strong career start for graduates. "," Poor work-life balance, long hours, and slow salary growth.","KPMG is one of the world’s leading professional services firms and the fastest growing Big Four accounting firm in the United States. With 75+ offices and more than 40,000 employees and partners through out the U.S., we’re leading the industry in new and exciting ways. Providing innovative business solutions and Audit, Tax, and Advisory services to many of the world’s largest and most prestigious organizations, our size and strength make us agile and responsive to changing trends. By helping other organizations identify risk and grasp opportunities, we’re driving positive, sustainable change for clients, our people, and society at large."," Supportive colleagues, good culture, and strong career start for graduates.   Poor work-life balance, long hours, and slow salary growth. KPMG is one of the world’s leading professional services firms and the fastest growing Big Four accounting firm in the United States. With 75+ offices and more than 40,000 employees and partners through out the U.S., we’re leading the industry in new and exciting ways. Providing innovative business solutions and Audit, Tax, and Advisory services to many of the world’s largest and most prestigious organizations, our size and strength make us agile and responsive to changing trends. By helping other organizations identify risk and grasp opportunities, we’re driving positive, sustainable change for clients, our people, and society at large."
KPMG," Supportive colleagues, good culture, and strong career start for graduates. "," Poor work-life balance, long hours, and slow salary growth.","KPMG is one of the world’s leading professional services firms and the fastest growing Big Four accounting firm in the United States. With 75+ offices and more than 40,000 employees and partners through out the U.S., we’re leading the industry in new and exciting ways. Providing innovative business solutions and Audit, Tax, and Advisory services to many of the world’s largest and most prestigious organizations, our size and strength make us agile and responsive to changing trends. By helping other organizations identify risk and grasp opportunities, we’re driving positive, sustainable change for clients, our people, and society at large."," Supportive colleagues, good culture, and strong career start for graduates.   Poor work-life balance, long hours, and slow salary growth. KPMG is one of the world’s leading professional services firms and the fastest growing Big Four accounting firm in the United States. With 75+ offices and more than 40,000 employees and partners through out the U.S., we’re leading the industry in new and exciting ways. Providing innovative business solutions and Audit, Tax, and Advisory services to many of the world’s largest and most prestigious organizations, our size and strength make us agile and responsive to changing trends. By helping other organizations identify risk and grasp opportunities, we’re driving positive, sustainable change for clients, our people, and society at large."
Deloitte," Great colleagues, flexible work culture, and strong professional development. "," Poor work-life balance, long hours, and relatively low pay.","Deloitte provides industry-leading audit and assurance, tax and legal, consulting, financial advisory, and risk advisory services to nearly 90% of the Fortune Global 500® and thousands of private companies. Our more than 412,000+ professionals deliver measurable and lasting results that help reinforce public trust in capital markets, enable clients to transform and thrive, and lead the way toward a stronger economy, a more equitable society and a sustainable world. Building on its 178-plus year history, Deloitte spans more than 150 countries and territories.


Deloitte US-India Offices is part of region within the Deloitte US organization, with offices across seven cities in India — Hyderabad, Mumbai, Delhi-NCR, Bengaluru, Kolkata, Pune and Chennai."," Great colleagues, flexible work culture, and strong professional development.   Poor work-life balance, long hours, and relatively low pay. Deloitte provides industry-leading audit and assurance, tax and legal, consulting, financial advisory, and risk advisory services to nearly 90% of the Fortune Global 500® and thousands of private companies. Our more than 412,000+ professionals deliver measurable and lasting results that help reinforce public trust in capital markets, enable clients to transform and thrive, and lead the way toward a stronger economy, a more equitable society and a sustainable world. Building on its 178-plus year history, Deloitte spans more than 150 countries and territories.


Deloitte US-India Offices is part of region within the Deloitte US organization, with offices across seven cities in India — Hyderabad, Mumbai, Delhi-NCR, Bengaluru, Kolkata, Pune and Chennai."
McKinsey & Company," Excellent learning opportunities, strong career growth, and great colleagues. "," Extremely demanding work-life balance, long hours, and workplace politics.","McKinsey & Company is a global management consulting firm. We are the trusted advisor to the world's leading businesses, governments, and institutions. 

Are you seeking an exciting role that will challenge and inspire you? Are you looking for guidance on our interview process? Or do you want to learn more about what consulting is and what it’s like working at McKinsey? Whatever the reason, you’ve come to the right place.

What it’s really like working here

At McKinsey, you’ll work on solving complex problems with smart, collaborative colleagues who love the feeling that comes with being intellectually challenged. To achieve the type of impact our firm is renowned for, teamwork is our key to success.

Growing at McKinsey

You bring your potential, your ideas, and your drive to McKinsey. We provide unrivaled opportunities, unparalleled learning resources, and a supportive community to help you develop. You will be empowered and supported every step of the way.

Choosing your path

Every day, we work in teams with clients and colleagues to build capabilities, leadership skills, and better outcomes. Whether your interests lie in advising clients across industries, expanding our clients’ digital and analytical capabilities, or running a world class global firm with colleagues at the top of their fields, at McKinsey you will play a critical role in our collective success.

Check out our careers website now and get to know the real McKinsey: https://www.mckinsey.com/careers/home "," Excellent learning opportunities, strong career growth, and great colleagues.   Extremely demanding work-life balance, long hours, and workplace politics. McKinsey & Company is a global management consulting firm. We are the trusted advisor to the world's leading businesses, governments, and institutions. 

Are you seeking an exciting role that will challenge and inspire you? Are you looking for guidance on our interview process? Or do you want to learn more about what consulting is and what it’s like working at McKinsey? Whatever the reason, you’ve come to the right place.

What it’s really like working here

At McKinsey, you’ll work on solving complex problems with smart, collaborative colleagues who love the feeling that comes with being intellectually challenged. To achieve the type of impact our firm is renowned for, teamwork is our key to success.

Growing at McKinsey

You bring your potential, your ideas, and your drive to McKinsey. We provide unrivaled opportunities, unparalleled learning resources, and a supportive community to help you develop. You will be empowered and supported every step of the way.

Choosing your path

Every day, we work in teams with clients and colleagues to build capabilities, leadership skills, and better outcomes. Whether your interests lie in advising clients across industries, expanding our clients’ digital and analytical capabilities, or running a world class global firm with colleagues at the top of their fields, at McKinsey you will play a critical role in our collective success.

Check out our careers website now and get to know the real McKinsey: https://www.mckinsey.com/careers/home "
Boston Consulting Group," Strong culture, excellent learning opportunities, and competitive pay. "," Intense workload, long hours, and high-pressure environment.","Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.
 
Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.
"," Strong culture, excellent learning opportunities, and competitive pay.   Intense workload, long hours, and high-pressure environment. Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.
 
Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.
"
Bain & Company," Supportive culture, strong professional development, and great benefits. "," Long hours, inconsistent work-life balance, and variable management quality.","Bain & Company is a global consultancy that helps the world’s most ambitious change makers define the future. 

Across 65 cities in 40 countries, we work alongside our clients as one team with a shared ambition to achieve extraordinary results, outperform the competition, and redefine industries. We complement our tailored, integrated expertise with a vibrant ecosystem of digital innovators to deliver better, faster, and more enduring outcomes. Our 10-year commitment to invest more than $1 billion in pro bono services brings our talent, expertise, and insight to organizations tackling today’s urgent challenges in education, racial equity, social justice, economic development, and the environment. We earned a platinum rating from EcoVadis, the leading platform for environmental, social, and ethical performance ratings for global supply chains, putting us in the top 1% of all companies. Since our founding in 1973, we have measured our success by the success of our clients, and we proudly maintain the highest level of client advocacy in the industry. 
"," Supportive culture, strong professional development, and great benefits.   Long hours, inconsistent work-life balance, and variable management quality. Bain & Company is a global consultancy that helps the world’s most ambitious change makers define the future. 

Across 65 cities in 40 countries, we work alongside our clients as one team with a shared ambition to achieve extraordinary results, outperform the competition, and redefine industries. We complement our tailored, integrated expertise with a vibrant ecosystem of digital innovators to deliver better, faster, and more enduring outcomes. Our 10-year commitment to invest more than $1 billion in pro bono services brings our talent, expertise, and insight to organizations tackling today’s urgent challenges in education, racial equity, social justice, economic development, and the environment. We earned a platinum rating from EcoVadis, the leading platform for environmental, social, and ethical performance ratings for global supply chains, putting us in the top 1% of all companies. Since our founding in 1973, we have measured our success by the success of our clients, and we proudly maintain the highest level of client advocacy in the industry. 
"
Zomato," Dynamic work culture, growth potential, and supportive colleagues. "," Poor work-life balance, long hours, and inconsistent management.","Zomato has grown from a home project to one of the largest food aggregators in the world. We are present in 24 countries and 10000+ cities globally, enabling our vision of better food for more people. 

We not only connect  55 million users to food in every context but work closely with restaurants to enable a sustainable ecosystem."," Dynamic work culture, growth potential, and supportive colleagues.   Poor work-life balance, long hours, and inconsistent management. Zomato has grown from a home project to one of the largest food aggregators in the world. We are present in 24 countries and 10000+ cities globally, enabling our vision of better food for more people. 

We not only connect  55 million users to food in every context but work closely with restaurants to enable a sustainable ecosystem."
Swiggy," Flexible work culture, supportive colleagues, and good salary. "," Poor work-life balance, long hours, and inconsistent management.","We're a fast growing VC-backed on-demand start up focused on revolutionizing food delivery industry. Our primary focus is on customer experience – ensuring superfast deliveries and doing this in the most seamless fashion for our customers. _x000D_
_x000D_
We are trying to execute this vision through our smartphone equipped delivery fleet, something which is unique compared to other food ordering platforms. Guided by an app and powered by custom built routing algorithms, we are building up a wondrous _x000D_
network of on-demand food delivery, one city at a time!_x000D_
_x000D_
Swiggy was started in August 2014 by Sriharsha Majety and Nandan Reddy, both alumni of BITS-Pilani, and Rahul Jaimini, an alumnus of IIT, Kharagpur."," Flexible work culture, supportive colleagues, and good salary.   Poor work-life balance, long hours, and inconsistent management. We're a fast growing VC-backed on-demand start up focused on revolutionizing food delivery industry. Our primary focus is on customer experience – ensuring superfast deliveries and doing this in the most seamless fashion for our customers. _x000D_
_x000D_
We are trying to execute this vision through our smartphone equipped delivery fleet, something which is unique compared to other food ordering platforms. Guided by an app and powered by custom built routing algorithms, we are building up a wondrous _x000D_
network of on-demand food delivery, one city at a time!_x000D_
_x000D_
Swiggy was started in August 2014 by Sriharsha Majety and Nandan Reddy, both alumni of BITS-Pilani, and Rahul Jaimini, an alumnus of IIT, Kharagpur."
